stop_id,stop_code,stop_name,stop_lat,stop_lon,city_id,date
301,SLSZK01,Suchy Las/Szkoła,52.4763622500,16.8722816600,2,2023-01-10 11:39:13.185385+00:00
3658,BFSTA02,Biskupice/Stacja,52.4666168338,17.1698214500,2,2023-01-10 11:39:13.185385+00:00
163,PP71,Politechnika,52.4005864300,16.9487672600,2,2023-01-10 11:39:13.185385+00:00
3632,LUPKM03,Luboń/PKM,52.3445773155,16.8917446829,2,2023-01-10 11:39:13.185385+00:00
340,SS I02,Szarych Szeregów I,52.4618071800,16.8850988000,2,2023-01-10 11:39:13.185385+00:00
503,PIAT02,Piątkowska,52.4414305600,16.9122533500,2,2023-01-10 11:39:13.185385+00:00
2459,SEMIO02,Siekierki Wielkie/Miodowa,52.3871070000,17.1599190000,2,2023-01-10 11:39:13.185385+00:00
1852,RKROS02,Rokietnica/ROS,52.5126800500,16.7423732100,2,2023-01-10 11:39:13.185385+00:00
526,SZKA02,Szczawnicka,52.4387345300,16.8899214300,2,2023-01-10 11:39:13.185385+00:00
4063,LISOW01,Lisówki/Sowia,52.3208202270,16.6626039962,2,2023-01-10 11:39:13.185385+00:00
72,WOJS41,Wojskowa,52.4034107400,16.8924793200,2,2023-01-10 11:39:13.185385+00:00
2576,MGCME02,M. Goślina/Cmentarz,52.5712143600,17.0078878300,2,2023-01-10 11:39:13.185385+00:00
1797,RSROS03,Rosnowo/,52.3249722000,16.7811346500,2,2023-01-10 11:39:13.185385+00:00
3769,RASTR01,Rabowice/Świerkowe Tarasy,52.3871871700,17.1055079900,2,2023-01-10 11:39:13.185385+00:00
582,ADMI01,Admiralska,52.4751780000,16.7768486100,2,2023-01-10 11:39:13.185385+00:00
2068,JNPRZ02,Jankowice/Przemysłowa,52.4544493200,16.6403263800,2,2023-01-10 11:39:13.185385+00:00
572,PSPK01,Psarskie Przejazd Kolejowy,52.4714238200,16.8019574200,2,2023-01-10 11:39:13.185385+00:00
2649,JWDOL02,Jeziory Wielkie/Doliwiec Leśny,52.1746370500,17.1401624000,2,2023-01-10 11:39:13.185385+00:00
977,LUSZN02,Luboń/Szkolna,52.3427371160,16.8676160668,2,2023-01-10 11:39:13.185385+00:00
1704,GROT71,Grotkowska,52.3865628400,16.8439037400,2,2023-01-10 11:39:13.185385+00:00
3938,BNSZK02,Baranowo/Wypoczynkowa Szkoła,52.4427290000,16.7914660000,2,2023-01-10 11:39:13.185385+00:00
1991,LWGRZ02,Lusowo/Grzybowa,52.4192304600,16.7180372500,2,2023-01-10 11:39:13.185385+00:00
245,CHKOS02,Chludowo/Kościół,52.5574263100,16.8454754500,2,2023-01-10 11:39:13.185385+00:00
1358,TARN02,Tarnobrzeska,52.3452016400,16.9183718600,2,2023-01-10 11:39:13.185385+00:00
1946,PMZAC01,Przeźmierowo/Zacisze,52.4262350000,16.7886620000,2,2023-01-10 11:39:13.185385+00:00
189,HCP41,HCP,52.3824324900,16.9119498800,2,2023-01-10 11:39:13.185385+00:00
43,PZEL42,Przełajowa,52.4251718300,16.9446484800,2,2023-01-10 11:39:13.185385+00:00
451,BORA01,Boranta,52.4565857324,16.9513652391,2,2023-01-10 11:39:13.185385+00:00
3939,WLOD41,Włodarska,52.4363186361,16.9470855457,2,2023-01-10 11:39:13.185385+00:00
1507,SSZP04,Szwajcarska Szpital,52.3897853700,16.9940265500,2,2023-01-10 11:39:13.185385+00:00
3252,LITRZ01,Lisówki/Trzcielińska,52.3210430000,16.6490040000,2,2023-01-10 11:39:13.185385+00:00
4056,NARA71,Naramowice,52.4458593723,16.9451375473,2,2023-01-10 11:39:13.185385+00:00
1464,KOSC02,Kościelna,52.4135688200,16.9046633600,2,2023-01-10 11:39:13.185385+00:00
700,ZKSPO02,Zakrzewo/Sportowa,52.3928255100,16.7267028700,2,2023-01-10 11:39:13.185385+00:00
2237,GWOSP01,Gowarzewo/OSP,52.3643857400,17.1246453700,2,2023-01-10 11:39:13.185385+00:00
444,BIPRK02,Biedrusko/Park,52.5451933400,16.9467181900,2,2023-01-10 11:39:13.185385+00:00
668,MALW04,Malwowa,52.3971935000,16.8023155400,2,2023-01-10 11:39:13.185385+00:00
776,MARS01,Marszałkowska,52.4014503875,16.8650777659,2,2023-01-10 11:39:13.185385+00:00
337,SLWIA02,Suchy Las/Wiadukt,52.4683773500,16.8841298500,2,2023-01-10 11:39:13.185385+00:00
1115,SLKA04,Słowiańska,52.4269517000,16.9193400100,2,2023-01-10 11:39:13.185385+00:00
1015,LERC01,Lerczakówny,52.3637491100,16.8526988000,2,2023-01-10 11:39:13.185385+00:00
382,SOB01,Os. Sobieskiego,52.4636932100,16.9164340900,2,2023-01-10 11:39:13.185385+00:00
1874,MRGNI02,Mrowino/Gniewka,52.5153794900,16.7185506800,2,2023-01-10 11:39:13.185385+00:00
2624,KDBIE02,Kórnik/Bnin Armii Krajowej,52.2347983900,17.0946002100,2,2023-01-10 11:39:13.185385+00:00
602,LUPO01,Łupowska,52.4353853900,16.8300010700,2,2023-01-10 11:39:13.185385+00:00
1543,KRWI02,Krzesiny Wiadukt,52.3401477400,16.9993624100,2,2023-01-10 11:39:13.185385+00:00
3580,KOKSW05,Komorniki/Ks.Wawrzyniaka,52.3477530000,16.8016140000,2,2023-01-10 11:39:13.185385+00:00
