route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,brigade_id,vehicle_id,variant_id
A,4,4_11502974,"KOSZAROWA (Szpital)",1,826046,3,1,826046
A,4,4_11502976,"KOSZAROWA (Szpital)",1,826046,3,1,826046
A,4,4_11502978,"KOSZAROWA (Szpital)",1,826046,3,1,826046
A,4,4_11502980,"KOSZAROWA (Szpital)",1,826046,3,1,826046
A,4,4_11502983,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502985,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502987,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502989,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502991,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502993,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502995,"KOSZAROWA (Szpital)",1,826046,4,1,826046
A,4,4_11502999,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11503001,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11503003,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11503005,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11503007,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11503009,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11503011,"KOSZAROWA (Szpital)",1,826046,5,1,826046
A,4,4_11502997,"Zajezdnia Obornicka",1,826261,4,1,826261
A,4,4_11502966,"Zajezdnia Obornicka",0,826262,2,1,826262
A,4,4_11502981,"Zajezdnia Obornicka",0,826262,3,1,826262
A,4,4_11503012,"Zajezdnia Obornicka",0,826262,5,1,826262
A,4,4_11502733,"KOSZAROWA (Szpital)",1,826263,23,1,826263
A,4,4_11502781,"KOSZAROWA (Szpital)",1,826263,21,1,826263
A,4,4_11502820,"KOSZAROWA (Szpital)",1,826263,22,1,826263
A,4,4_11502953,"KOSZAROWA (Szpital)",1,826263,2,1,826263
A,4,4_11502782,"KRZYKI",0,827196,21,1,827196
A,4,4_11502936,"KRZYKI",0,827197,1,2,827197
A,4,4_11502967,"KRZYKI",0,827197,3,1,827197
A,4,4_11502982,"KRZYKI",0,827197,4,1,827197
A,4,4_11502998,"KRZYKI",0,827197,5,1,827197
A,4,4_11502734,"KRZYKI",0,827211,23,1,827211
A,4,4_11502821,"KRZYKI",0,827211,22,1,827211
A,4,4_11502938,"KRZYKI",0,827211,1,2,827211
A,4,4_11502940,"KRZYKI",0,827211,1,2,827211
A,4,4_11502942,"KRZYKI",0,827211,1,2,827211
A,4,4_11502944,"KRZYKI",0,827211,1,2,827211
A,4,4_11502946,"KRZYKI",0,827211,1,2,827211
A,4,4_11502948,"KRZYKI",0,827211,1,2,827211
A,4,4_11502950,"KRZYKI",0,827211,1,2,827211
A,4,4_11502954,"KRZYKI",0,827211,2,1,827211
A,4,4_11502956,"KRZYKI",0,827211,2,1,827211
A,4,4_11502958,"KRZYKI",0,827211,2,1,827211
A,4,4_11502960,"KRZYKI",0,827211,2,1,827211
A,4,4_11502962,"KRZYKI",0,827211,2,1,827211
A,4,4_11502964,"KRZYKI",0,827211,2,1,827211
A,4,4_11502969,"KRZYKI",0,827211,3,1,827211
A,4,4_11502971,"KRZYKI",0,827211,3,1,827211
A,4,4_11502973,"KRZYKI",0,827211,3,1,827211
A,4,4_11502975,"KRZYKI",0,827211,3,1,827211
A,4,4_11502977,"KRZYKI",0,827211,3,1,827211
A,4,4_11502979,"KRZYKI",0,827211,3,1,827211
A,4,4_11502984,"KRZYKI",0,827211,4,1,827211
A,4,4_11502986,"KRZYKI",0,827211,4,1,827211
A,4,4_11502988,"KRZYKI",0,827211,4,1,827211
A,4,4_11502990,"KRZYKI",0,827211,4,1,827211
A,4,4_11502992,"KRZYKI",0,827211,4,1,827211
A,4,4_11502994,"KRZYKI",0,827211,4,1,827211
A,4,4_11502996,"KRZYKI",0,827211,4,1,827211
A,4,4_11503000,"KRZYKI",0,827211,5,1,827211
A,4,4_11503002,"KRZYKI",0,827211,5,1,827211
A,4,4_11503004,"KRZYKI",0,827211,5,1,827211
A,4,4_11503006,"KRZYKI",0,827211,5,1,827211
A,4,4_11503008,"KRZYKI",0,827211,5,1,827211
A,4,4_11503010,"KRZYKI",0,827211,5,1,827211
A,6,6_11522673,"SOŁTYSOWICE",1,825602,23,1,825602
A,6,6_11521592,"KOSZAROWA (Szpital)",1,825603,15,2,825603
A,6,6_11520935,"KOSZAROWA (Szpital)",1,826046,8,1,826046
A,6,6_11521594,"KOSZAROWA (Szpital)",1,826046,15,2,826046
A,6,6_11522760,"KOSZAROWA (Szpital)",1,826046,22,1,826046
A,6,6_11522941,"KOSZAROWA (Szpital)",1,826046,1,2,826046
A,6,6_11522943,"KOSZAROWA (Szpital)",1,826046,1,2,826046
A,6,6_11522945,"KOSZAROWA (Szpital)",1,826046,1,2,826046
A,6,6_11522947,"KOSZAROWA (Szpital)",1,826046,1,2,826046
A,6,6_11522949,"KOSZAROWA (Szpital)",1,826046,1,2,826046
A,6,6_11522951,"KOSZAROWA (Szpital)",1,826046,1,2,826046
A,6,6_11522954,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522956,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522958,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522960,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522962,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522964,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522966,"KOSZAROWA (Szpital)",1,826046,2,2,826046
A,6,6_11522969,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522971,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522973,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522975,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522977,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522979,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522981,"KOSZAROWA (Szpital)",1,826046,3,2,826046
A,6,6_11522986,"KOSZAROWA (Szpital)",1,826046,4,2,826046
A,6,6_11522988,"KOSZAROWA (Szpital)",1,826046,4,2,826046
A,6,6_11522990,"KOSZAROWA (Szpital)",1,826046,4,2,826046
A,6,6_11522992,"KOSZAROWA (Szpital)",1,826046,4,2,826046
A,6,6_11522996,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11522998,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11523000,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11523002,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11523004,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11523006,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11523008,"KOSZAROWA (Szpital)",1,826046,5,2,826046
A,6,6_11523013,"KOSZAROWA (Szpital)",1,826046,6,2,826046
A,6,6_11523015,"KOSZAROWA (Szpital)",1,826046,6,2,826046
A,6,6_11523017,"KOSZAROWA (Szpital)",1,826046,6,2,826046
A,6,6_11523019,"KOSZAROWA (Szpital)",1,826046,6,2,826046
A,6,6_11523021,"KOSZAROWA (Szpital)",1,826046,6,2,826046
A,6,6_11523024,"KOSZAROWA (Szpital)",1,826046,7,2,826046
A,6,6_11523026,"KOSZAROWA (Szpital)",1,826046,7,2,826046
A,6,6_11523028,"KOSZAROWA (Szpital)",1,826046,7,2,826046
A,6,6_11523030,"KOSZAROWA (Szpital)",1,826046,7,2,826046
A,6,6_11523032,"KOSZAROWA (Szpital)",1,826046,7,2,826046
A,6,6_11523035,"KOSZAROWA (Szpital)",1,826046,8,2,826046
A,6,6_11523037,"KOSZAROWA (Szpital)",1,826046,8,2,826046
A,6,6_11523039,"KOSZAROWA (Szpital)",1,826046,8,2,826046
A,6,6_11523048,"KOSZAROWA (Szpital)",1,826046,9,2,826046
A,6,6_11523050,"KOSZAROWA (Szpital)",1,826046,9,2,826046
A,6,6_11523052,"KOSZAROWA (Szpital)",1,826046,9,2,826046
A,6,6_11523054,"KOSZAROWA (Szpital)",1,826046,9,2,826046
A,6,6_11523056,"KOSZAROWA (Szpital)",1,826046,9,2,826046
A,6,6_11523058,"KOSZAROWA (Szpital)",1,826046,9,2,826046
A,6,6_11523061,"KOSZAROWA (Szpital)",1,826046,10,2,826046
A,6,6_11523063,"KOSZAROWA (Szpital)",1,826046,10,2,826046
A,6,6_11523065,"KOSZAROWA (Szpital)",1,826046,10,2,826046
A,6,6_11523067,"KOSZAROWA (Szpital)",1,826046,10,2,826046
A,6,6_11523069,"KOSZAROWA (Szpital)",1,826046,10,2,826046
A,6,6_11523078,"KOSZAROWA (Szpital)",1,826046,11,2,826046
A,6,6_11523080,"KOSZAROWA (Szpital)",1,826046,11,2,826046
A,6,6_11523082,"KOSZAROWA (Szpital)",1,826046,11,2,826046
A,6,6_11523084,"KOSZAROWA (Szpital)",1,826046,11,2,826046
A,6,6_11522983,"Zajezdnia Obornicka",1,826261,3,2,826261
A,6,6_11522994,"Zajezdnia Obornicka",1,826261,4,2,826261
A,6,6_11520936,"Zajezdnia Obornicka",0,826262,8,1,826262
A,6,6_11521595,"Zajezdnia Obornicka",0,826262,15,2,826262
A,6,6_11522952,"Zajezdnia Obornicka",0,826262,1,2,826262
A,6,6_11522967,"Zajezdnia Obornicka",0,826262,2,2,826262
A,6,6_11523022,"Zajezdnia Obornicka",0,826262,6,2,826262
A,6,6_11523033,"Zajezdnia Obornicka",0,826262,7,2,826262
A,6,6_11523059,"Zajezdnia Obornicka",0,826262,9,2,826262
A,6,6_11523070,"Zajezdnia Obornicka",0,826262,10,2,826262
A,6,6_11523085,"Zajezdnia Obornicka",0,826262,11,2,826262
A,6,6_11522671,"KOSZAROWA (Szpital)",1,826263,23,1,826263
A,6,6_11522719,"KOSZAROWA (Szpital)",1,826263,21,1,826263
A,6,6_11522758,"KOSZAROWA (Szpital)",1,826263,22,1,826263
A,6,6_11522984,"KOSZAROWA (Szpital)",1,826263,4,2,826263
A,6,6_11523046,"KOSZAROWA (Szpital)",1,826263,9,2,826263
A,6,6_11523040,"KRZYKI",0,827195,8,2,827195
A,6,6_11522720,"KRZYKI",0,827196,21,1,827196
A,6,6_11522940,"KRZYKI",0,827197,1,2,827197
A,6,6_11522953,"KRZYKI",0,827197,2,2,827197
A,6,6_11522968,"KRZYKI",0,827197,3,2,827197
A,6,6_11522995,"KRZYKI",0,827197,5,2,827197
A,6,6_11523012,"KRZYKI",0,827197,6,2,827197
